Id,PetalLengthCm,PetalWidthCm,Species
54,0.5084745762711864,0.5,1
55,0.6101694915254237,0.5833333333333334,1
56,0.5932203389830508,0.5,1
57,0.6271186440677966,0.625,1
58,0.38983050847457623,0.375,1
59,0.6101694915254237,0.5,1
60,0.4915254237288135,0.5416666666666666,1
61,0.423728813559322,0.375,1
62,0.5423728813559322,0.5833333333333334,1
63,0.5084745762711864,0.375,1
64,0.6271186440677966,0.5416666666666666,1
65,0.4406779661016949,0.5,1
66,0.576271186440678,0.5416666666666666,1
67,0.5932203389830508,0.5833333333333334,1
68,0.5254237288135593,0.375,1
69,0.5932203389830508,0.5833333333333334,1
70,0.4915254237288135,0.4166666666666667,1
71,0.6440677966101694,0.7083333333333334,1
72,0.5084745762711864,0.5,1
73,0.6610169491525424,0.5833333333333334,1
74,0.6271186440677966,0.4583333333333333,1
75,0.559322033898305,0.5,1
76,0.576271186440678,0.5416666666666666,1
77,0.6440677966101694,0.5416666666666666,1
78,0.6779661016949152,0.6666666666666666,1
79,0.5932203389830508,0.5833333333333334,1
80,0.423728813559322,0.375,1
81,0.47457627118644063,0.4166666666666667,1
82,0.4576271186440678,0.375,1
83,0.4915254237288135,0.4583333333333333,1
84,0.6949152542372881,0.625,1
85,0.5932203389830508,0.5833333333333334,1
86,0.5932203389830508,0.625,1
87,0.6271186440677966,0.5833333333333334,1
88,0.576271186440678,0.5,1
89,0.5254237288135593,0.5,1
90,0.5084745762711864,0.5,1
91,0.576271186440678,0.4583333333333333,1
92,0.6101694915254237,0.5416666666666666,1
93,0.5084745762711864,0.4583333333333333,1
94,0.38983050847457623,0.375,1
95,0.5423728813559322,0.5,1
96,0.5423728813559322,0.4583333333333333,1
97,0.5423728813559322,0.5,1
98,0.559322033898305,0.5,1
99,0.3389830508474576,0.4166666666666667,1
100,0.5254237288135593,0.5,1
101,0.847457627118644,1.0,2
102,0.6949152542372881,0.75,2
103,0.8305084745762712,0.8333333333333334,2
104,0.7796610169491525,0.7083333333333334,2
105,0.8135593220338982,0.8750000000000001,2
106,0.9491525423728813,0.8333333333333334,2
107,0.5932203389830508,0.6666666666666666,2
108,0.8983050847457626,0.7083333333333334,2
109,0.8135593220338982,0.7083333333333334,2
110,0.8644067796610169,1.0,2
111,0.6949152542372881,0.7916666666666666,2
112,0.7288135593220338,0.75,2
113,0.7627118644067796,0.8333333333333334,2
114,0.6779661016949152,0.7916666666666666,2
115,0.6949152542372881,0.9583333333333333,2
116,0.7288135593220338,0.9166666666666666,2
117,0.7627118644067796,0.7083333333333334,2
118,0.9661016949152542,0.8750000000000001,2
119,1.0,0.9166666666666666,2
120,0.6779661016949152,0.5833333333333334,2
121,0.7966101694915254,0.9166666666666666,2
122,0.6610169491525424,0.7916666666666666,2
123,0.9661016949152542,0.7916666666666666,2
124,0.6610169491525424,0.7083333333333334,2
125,0.7966101694915254,0.8333333333333334,2
126,0.847457627118644,0.7083333333333334,2
127,0.6440677966101694,0.7083333333333334,2
128,0.6610169491525424,0.7083333333333334,2
129,0.7796610169491525,0.8333333333333334,2
130,0.8135593220338982,0.625,2
131,0.8644067796610169,0.75,2
132,0.9152542372881356,0.7916666666666666,2
133,0.7796610169491525,0.8750000000000001,2
134,0.6949152542372881,0.5833333333333334,2
135,0.7796610169491525,0.5416666666666666,2
136,0.8644067796610169,0.9166666666666666,2
137,0.7796610169491525,0.9583333333333333,2
138,0.7627118644067796,0.7083333333333334,2
139,0.6440677966101694,0.7083333333333334,2
140,0.7457627118644068,0.8333333333333334,2
141,0.7796610169491525,0.9583333333333333,2
142,0.6949152542372881,0.9166666666666666,2
143,0.6949152542372881,0.75,2
144,0.8305084745762712,0.9166666666666666,2
145,0.7966101694915254,1.0,2
146,0.711864406779661,0.9166666666666666,2
147,0.6779661016949152,0.75,2
148,0.711864406779661,0.7916666666666666,2
149,0.7457627118644068,0.9166666666666666,2
150,0.6949152542372881,0.7083333333333334,2
