Id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
18,1,17,2,9500,1,1,135,1,19,1,5,4,127.3,1,0,0,1,0,0,18,0,0,7,8,7,13.30625,0,0,8,8,8,14.545,0,15.5,2.8,-4.06,Graduate
19,1,1,1,9130,1,1,137,1,3,19,3,5,136.3,1,0,0,1,0,0,20,0,0,5,8,4,12.5,1,0,5,8,4,12.25,2,10.8,1.4,1.74,Graduate
20,1,1,1,9853,1,1,140,1,19,19,7,7,124.6,1,0,0,1,0,0,18,0,0,7,7,6,11.66666667,0,0,7,8,6,13.5,0,16.2,0.3,-0.92,Enrolled
21,1,1,3,171,1,1,122,1,1,1,9,8,120.3,0,0,0,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
22,1,18,4,9556,1,1,127,1,1,38,4,7,121.8,1,0,0,1,0,0,20,0,0,7,14,7,11.4375,0,0,8,9,8,11.425,0,12.7,3.7,-1.7,Enrolled
23,1,1,4,9500,1,1,142,1,19,19,1,1,125.5,1,0,0,1,0,0,18,0,0,8,12,7,12.85714286,0,0,8,12,7,12.85714286,0,12.7,3.7,-1.7,Graduate
24,1,1,4,9670,1,1,125,1,1,38,4,7,114.9,1,0,0,1,0,1,19,0,0,6,8,6,13.375,0,0,6,7,6,12.28571429,0,11.1,0.6,2.02,Graduate
25,1,1,1,9500,1,1,126,1,19,19,3,7,123.9,0,0,0,1,0,0,19,0,0,7,8,6,13.29666667,0,0,8,9,7,14.11428571,0,11.1,0.6,2.02,Graduate
26,1,1,1,9238,1,1,151,1,19,38,9,9,157,1,0,1,1,0,1,18,0,0,6,8,5,11.6,0,0,6,12,4,11,0,7.6,2.6,0.32,Enrolled
27,1,17,2,9238,1,1,115,1,19,38,7,8,116.4,1,0,0,1,0,0,21,0,0,6,9,6,11.375,0,0,6,9,6,13.28571429,0,16.2,0.3,-0.92,Graduate
28,1,1,1,9085,1,1,138,1,19,19,3,3,131,1,0,0,1,0,0,18,0,0,5,9,5,12.66666667,2,0,5,7,4,13,0,9.4,-0.8,-3.12,Enrolled
29,1,1,1,9147,1,1,135,1,19,1,9,9,122.1,1,0,0,1,0,0,20,0,0,5,6,5,12,0,0,5,6,5,12.33333333,0,16.2,0.3,-0.92,Graduate
30,1,17,2,9500,1,1,127,1,3,3,1,10,118.8,1,0,0,1,1,0,19,0,0,7,9,6,12.93333333,0,0,7,7,6,13.71666667,0,16.2,0.3,-0.92,Enrolled
31,1,44,1,9003,1,39,150,1,4,5,4,2,150,0,0,0,1,1,0,21,0,0,6,15,5,11.85714286,0,0,6,17,5,10.57142857,0,16.2,0.3,-0.92,Enrolled
32,1,51,1,9070,1,1,125,1,42,3,125,124,130,1,0,0,1,1,0,20,0,2,6,7,6,12.83333333,0,0,6,9,4,13.4,0,8.9,1.4,3.51,Graduate
33,1,1,1,9147,1,1,143,1,1,1,4,6,138.8,0,0,0,0,1,0,18,0,0,5,9,3,11.33333333,0,0,5,8,2,13.5,0,8.9,1.4,3.51,Enrolled
34,1,18,1,8014,0,1,138,1,19,1,9,5,134.5,1,0,0,1,0,0,19,0,0,6,6,6,12.66666667,0,0,6,8,6,14.375,0,12.4,0.5,1.79,Graduate
35,1,1,1,9991,0,1,130,1,2,37,3,9,131.4,0,0,0,1,1,0,34,0,0,5,6,5,12.4,0,0,5,9,5,13.42857143,0,13.9,-0.3,0.79,Graduate
36,1,39,1,33,1,1,130,1,38,37,9,6,102.5,0,0,1,0,1,0,37,0,0,7,7,0,0,0,0,7,7,1,10,0,8.9,1.4,3.51,Dropout
37,1,39,1,9119,1,10,133.1,1,34,37,0,0,128.8,1,0,0,1,1,0,43,0,0,5,0,0,0,0,0,5,0,0,0,0,7.6,2.6,0.32,Dropout
38,1,43,1,9147,1,1,140,1,37,37,6,6,122.9,0,0,0,1,0,0,55,0,0,5,10,1,10,0,0,5,8,2,12,2,16.2,0.3,-0.92,Dropout
39,4,39,1,9991,0,1,120,1,19,19,9,3,113.9,1,0,0,1,0,0,39,0,0,5,8,5,11,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate
40,1,44,1,9130,1,39,120,6,4,4,3,6,120,0,0,1,0,0,0,20,1,2,6,13,3,11.66666667,0,1,6,11,3,12,0,12.4,0.5,1.79,Dropout
41,1,1,5,9773,1,1,126,1,3,3,2,2,121.1,0,0,1,1,0,0,18,0,0,6,6,4,12.75,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
42,1,1,2,9147,1,1,133,1,3,19,2,7,120.4,1,0,0,1,0,0,22,0,0,5,5,5,14.8,0,0,5,5,5,15.8,0,8.9,1.4,3.51,Graduate
43,1,1,6,9500,1,1,103,1,1,3,2,2,100.6,1,1,0,1,0,0,22,0,0,7,9,5,13.928,0,0,8,9,7,14.34285714,0,11.1,0.6,2.02,Graduate
44,1,17,1,9773,1,1,120,1,1,38,5,5,121.4,0,0,0,0,0,0,20,0,0,6,7,4,13,0,0,6,7,5,13.8,0,12.4,0.5,1.79,Dropout
45,1,39,1,9991,0,1,133.1,1,37,37,9,9,109.7,0,0,0,1,0,0,29,0,0,5,0,0,0,0,0,5,0,0,0,0,16.2,0.3,-0.92,Dropout
46,1,17,1,9991,0,1,154,1,38,38,4,5,134.1,0,0,0,1,0,0,24,0,0,5,9,2,11.5,0,0,5,11,3,14.33333333,1,7.6,2.6,0.32,Enrolled
47,1,17,2,9238,1,1,130,1,19,19,9,9,127.6,1,0,0,1,0,0,18,0,0,6,6,6,11.66666667,0,0,6,8,5,13.2,0,11.1,0.6,2.02,Graduate
48,1,17,6,9500,1,1,132,1,37,19,7,7,132.4,1,0,0,1,0,1,22,0,0,7,8,6,13.51666667,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,Graduate
49,1,44,1,8014,0,39,130,1,1,19,9,9,133.4,0,0,0,1,0,1,21,0,3,6,6,6,11.5,0,2,6,7,6,13.28571429,0,12.4,0.5,1.79,Graduate
50,1,1,1,9238,1,1,139,1,37,38,9,9,126.1,0,0,0,1,0,1,19,0,0,6,7,5,12.33333333,0,0,6,7,6,12.83333333,0,12.7,3.7,-1.7,Graduate
51,1,39,1,9254,1,1,130,1,19,38,9,7,113.5,0,0,0,1,0,1,24,0,0,6,6,6,13.66666667,0,0,6,6,6,14.16666667,0,12.4,0.5,1.79,Graduate
52,1,1,1,9500,1,1,139,1,37,38,6,6,121.3,1,0,0,1,0,1,19,0,0,8,10,6,11.83333333,0,0,8,10,6,11.83333333,0,9.4,-0.8,-3.12,Enrolled
53,1,1,1,9773,1,1,127,1,1,19,7,7,121.8,1,0,0,1,0,1,20,0,0,6,11,4,14,0,0,6,12,3,11,0,9.4,-0.8,-3.12,Enrolled
54,1,1,3,9130,1,1,167,1,37,37,90,90,159.3,0,0,0,1,0,0,19,0,0,5,7,5,14.71428571,0,0,5,5,5,15.8,0,7.6,2.6,0.32,Graduate
55,1,39,1,9991,0,1,130,1,38,38,9,9,120,0,0,0,1,0,0,27,0,0,5,12,5,10.6,0,0,5,10,5,11,0,9.4,-0.8,-3.12,Dropout
56,1,1,1,9500,1,1,130,1,1,19,5,5,129.1,1,0,0,1,0,0,18,0,0,7,9,7,13.04444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,Graduate
57,2,7,1,9254,1,3,130,1,1,3,4,3,130,0,0,0,1,0,0,39,0,0,6,10,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,Dropout
58,1,39,1,9130,1,40,129,1,3,3,2,2,155.3,1,0,0,1,0,0,27,0,0,6,9,5,13,0,5,11,13,10,12.9,0,12.4,0.5,1.79,Dropout
59,1,17,1,9500,1,1,141,1,38,38,7,10,139.8,1,0,0,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate
60,1,1,3,171,1,1,125,1,38,37,4,9,115.2,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
61,1,1,2,9500,1,1,125,1,19,19,9,9,114.9,0,0,0,1,0,0,18,0,0,7,8,6,13.13333333,0,0,8,12,7,12.22142857,0,16.2,0.3,-0.92,Graduate
62,1,44,1,9238,1,39,130,1,19,1,9,9,131.9,0,0,0,1,0,1,21,0,3,6,7,6,12,0,2,6,7,6,12,0,13.9,-0.3,0.79,Graduate
63,1,17,3,171,1,1,133,1,1,37,4,7,126,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Enrolled
64,1,17,1,9070,1,1,127,1,1,1,3,4,130.2,1,0,0,1,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10,0,10.8,1.4,1.74,Enrolled
65,1,43,1,9070,1,1,116,1,1,1,3,3,120.9,0,0,0,1,1,0,24,0,0,6,6,0,0,0,0,6,6,0,0,0,12.7,3.7,-1.7,Enrolled
66,4,42,1,9500,1,19,133.1,1,1,1,5,5,126,1,0,0,1,1,0,29,0,2,7,10,5,11.9,0,1,8,10,5,11,0,13.9,-0.3,0.79,Dropout
67,1,1,3,171,1,1,139,1,19,19,5,3,128.2,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
68,1,44,1,9003,1,39,130,1,19,37,9,9,130,1,0,0,1,1,0,23,0,0,6,8,6,12.57142857,0,0,6,7,6,12.42857143,0,8.9,1.4,3.51,Graduate
69,1,1,3,9147,1,1,125,1,1,38,7,7,120.1,0,0,1,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout
70,1,39,1,9254,1,1,160,1,19,37,7,10,100,0,0,0,1,1,0,26,0,0,6,7,6,12,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled
71,1,17,1,9147,1,1,148,1,38,37,5,5,134,0,0,0,1,1,0,18,0,0,5,9,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Enrolled
72,1,17,1,9500,1,1,150,1,37,19,8,4,130.8,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate
73,1,1,1,171,1,1,141,1,19,19,5,10,135.8,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
74,1,17,4,9254,1,1,118,1,38,37,5,7,111.7,1,0,0,1,1,0,18,0,0,6,12,3,11.66666667,0,0,6,12,1,12,0,12.4,0.5,1.79,Dropout
75,1,1,2,9773,1,1,142,1,38,38,9,9,132.9,1,0,0,1,1,0,18,0,0,6,8,6,12.33333333,0,0,6,11,3,12.33333333,0,10.8,1.4,1.74,Graduate
76,1,17,3,9147,1,1,120,1,19,19,4,7,115.5,1,0,1,1,1,0,18,0,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,10.8,1.4,1.74,Dropout
77,1,18,4,9254,1,1,106,1,19,37,7,7,106,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11,0,9.4,-0.8,-3.12,Dropout
78,1,17,4,9773,1,1,121,1,1,19,9,8,120.3,1,0,1,1,1,1,19,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate
79,1,17,4,9500,1,1,150,1,38,37,9,9,130.8,0,0,0,1,1,1,22,0,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,16.2,0.3,-0.92,Graduate
80,2,39,1,8014,0,1,120,1,37,37,9,6,117,0,0,0,1,1,0,33,0,0,6,8,6,12,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Graduate
81,1,1,6,9853,1,1,114,1,19,19,9,9,110.2,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout
82,1,39,1,9991,0,2,140,1,3,3,2,2,155.7,1,0,0,1,1,0,35,0,0,1,1,0,0,1,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
83,1,39,1,9003,1,4,160,1,3,3,4,2,180.4,0,0,1,1,1,0,24,0,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout
84,1,17,1,9254,1,1,120,1,19,19,4,4,125.5,0,0,0,1,1,0,18,0,0,5,6,5,12,0,0,5,8,3,11.33333333,0,12.7,3.7,-1.7,Enrolled
85,2,39,1,8014,0,1,130,1,37,37,9,6,110,1,0,0,1,0,0,33,0,0,6,7,6,11,0,0,6,11,5,11,0,9.4,-0.8,-3.12,Graduate
86,1,42,1,9500,1,1,160,1,37,38,9,7,161,1,0,0,1,0,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate
87,1,39,1,9670,1,1,120,1,1,19,4,5,100,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
88,1,17,1,9070,1,1,124,1,19,38,4,0,117.6,1,0,0,1,1,0,20,0,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate
89,1,1,6,9147,1,1,143,1,38,37,9,9,128.7,1,0,0,1,1,0,23,0,0,5,6,4,14,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
90,1,43,2,9119,1,1,115,1,38,19,9,6,112.2,1,0,1,1,1,0,18,0,0,5,9,2,10,0,0,5,9,0,0,0,15.5,2.8,-4.06,Enrolled
91,1,39,1,9500,1,1,133.1,1,1,1,4,10,100.8,0,0,0,1,1,0,24,0,0,7,18,0,0,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
92,1,17,2,9773,1,1,133.1,41,19,1,9,9,105,1,0,0,0,0,0,21,1,0,6,6,6,14,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
93,1,15,1,9130,1,1,133.1,41,1,1,4,4,100,0,0,0,1,0,0,26,1,0,6,7,2,12,1,0,6,6,0,0,0,8.9,1.4,3.51,Dropout
94,2,39,1,9853,1,10,133.1,1,37,34,0,0,115.5,0,0,0,1,0,0,39,0,0,6,12,3,12.66666667,0,0,6,14,0,0,1,7.6,2.6,0.32,Dropout
95,2,39,1,8014,0,1,133.1,1,37,19,9,9,114,0,0,0,1,0,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.33333333,0,12.7,3.7,-1.7,Graduate
96,1,15,1,9119,1,1,130,26,38,3,9,2,137,1,0,0,1,1,0,19,1,0,5,9,5,14,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
97,1,1,5,9773,1,1,135,1,37,1,5,5,124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate
98,1,1,5,9500,1,1,132,1,37,37,7,7,120.3,1,0,0,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,12.4,0.5,1.79,Graduate
99,1,1,1,9085,1,1,135,1,1,2,9,1,134.3,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
100,1,1,4,9500,1,1,115,1,3,3,2,2,111.5,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
101,1,53,1,9085,1,42,130,1,38,38,9,9,128.8,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
102,1,1,4,171,1,1,133.1,1,1,1,9,10,110,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate
103,2,39,1,8014,0,1,130,1,37,37,6,5,113.5,1,0,0,1,0,0,36,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
104,4,39,1,9003,1,12,133.1,1,37,37,9,6,160,0,0,0,1,0,0,43,0,13,18,19,18,14.63157895,0,10,13,14,13,14.23076923,1,15.5,2.8,-4.06,Graduate
105,1,18,1,9853,1,1,123,1,19,19,9,7,117.4,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
106,1,51,1,9070,1,1,130,1,3,1,2,8,122.2,0,0,1,1,0,0,20,0,4,10,12,10,13,0,5,11,11,11,12.27272727,0,11.1,0.6,2.02,Graduate
107,1,1,2,9238,1,1,122,1,37,38,4,7,118.2,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
108,1,1,1,9085,1,1,113,1,1,1,4,4,106.7,1,0,0,1,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
109,1,1,5,9500,1,1,111,1,3,4,4,3,108.2,1,0,0,1,0,0,20,0,2,7,9,6,13.26666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
110,1,17,2,9853,1,1,133.1,1,19,1,9,3,107,1,0,0,1,0,0,20,0,0,7,12,6,11.66666667,0,0,7,10,3,13,0,16.2,0.3,-0.92,Enrolled
111,1,1,1,9238,1,1,142,1,37,37,6,7,136.1,1,0,0,1,0,0,18,0,0,6,8,6,13.85714286,0,0,6,6,6,15,0,13.9,-0.3,0.79,Graduate
112,1,17,2,9147,1,1,123,1,1,38,4,7,115.3,1,0,0,1,0,1,18,0,0,5,9,3,13,0,0,5,11,3,11,0,8.9,1.4,3.51,Enrolled
113,1,1,1,9085,1,1,131,1,19,19,9,9,139.8,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
114,1,1,3,9773,1,1,158,1,1,38,4,7,157,1,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,7,6,12.57142857,0,10.8,1.4,1.74,Graduate
115,1,17,2,9500,1,1,122,1,37,37,9,9,131,1,0,0,1,0,0,18,0,0,7,7,6,12.51666667,1,0,7,7,6,12.51666667,1,7.6,2.6,0.32,Dropout
116,1,43,1,9500,1,1,130,1,38,38,9,5,100,0,0,0,1,0,0,20,0,0,7,11,6,11.61666667,0,0,7,7,7,13,0,13.9,-0.3,0.79,Enrolled
117,1,17,1,9238,1,1,154,1,19,37,9,7,140.4,1,0,0,1,0,1,20,0,0,6,13,2,10,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
118,1,17,1,9147,1,1,120,1,19,19,3,3,113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.33333333,0,0,5,10,3,10.66666667,0,12.4,0.5,1.79,Enrolled
119,1,1,2,9085,1,1,140,1,37,38,9,7,137,0,0,0,1,0,0,18,0,0,5,12,5,13.14285714,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
120,1,1,1,9147,1,1,127,1,2,19,4,5,121.8,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14,0,11.1,0.6,2.02,Graduate
121,1,17,1,9254,1,1,133.1,1,1,1,4,5,131,1,0,0,1,0,0,21,0,0,6,12,3,11,0,0,6,12,2,11,0,9.4,-0.8,-3.12,Dropout
122,1,1,2,9147,1,1,120,1,19,19,9,7,118.6,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
123,1,1,1,171,1,1,137,1,3,19,2,9,122.3,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
124,1,1,1,9670,1,1,131,1,38,38,9,9,127.9,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
125,1,1,1,9085,1,1,130,1,19,38,4,7,121.3,1,0,0,1,0,0,19,0,0,6,15,6,14.16666667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
126,1,17,6,9556,1,1,122,1,1,1,4,5,117.1,1,0,0,1,0,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0,0,13.9,-0.3,0.79,Dropout
127,1,44,1,9085,1,39,160,1,37,37,9,9,160,1,0,0,1,0,0,20,0,1,6,7,6,14.16666667,0,1,6,17,5,13.77777778,0,12.4,0.5,1.79,Graduate
128,1,1,1,9853,1,1,146,1,19,38,9,3,145.3,1,0,0,1,0,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
129,1,17,3,9238,1,1,131,1,1,39,5,3,122.6,1,0,0,1,0,0,18,0,0,6,7,6,13,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate
130,1,17,6,9500,1,1,132,1,1,37,8,9,128,1,0,0,1,0,0,19,0,0,7,7,7,13.46714286,0,0,8,9,8,15.01111111,0,12.4,0.5,1.79,Graduate
131,1,1,3,9500,1,1,138,1,19,19,5,8,124.9,1,0,0,1,0,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.74285714,0,13.9,-0.3,0.79,Dropout
132,1,17,2,9070,1,1,130,1,37,37,9,9,123.7,1,0,0,1,0,0,18,0,0,6,6,6,12.33333333,0,0,6,6,6,13,0,7.6,2.6,0.32,Graduate
133,1,1,4,9147,1,1,126,1,1,19,4,8,120.1,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
134,1,17,6,9500,1,1,148,1,1,19,3,3,131.7,1,0,0,1,0,0,19,0,0,7,8,5,14,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
135,1,43,1,9238,1,1,130,1,38,37,9,7,133.2,0,0,0,1,0,0,20,0,5,9,15,9,11.66666667,0,2,7,8,7,11.71428571,0,7.6,2.6,0.32,Graduate
136,1,1,1,9670,1,1,117,1,1,38,3,9,109.3,0,0,1,0,0,1,19,0,0,6,7,5,12,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
137,1,17,1,9670,1,1,120,1,19,19,5,5,113,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
138,1,1,1,9773,1,1,153,1,1,1,141,175,157.9,0,0,1,1,0,1,18,0,0,6,6,6,14.83333333,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,Graduate
139,1,1,2,9500,1,1,117,1,19,1,4,7,112.1,0,0,0,1,0,1,20,0,0,7,9,5,13.188,0,0,8,9,7,12.89285714,0,11.1,0.6,2.02,Enrolled
140,1,18,1,9500,1,1,178,1,19,1,4,8,174.7,0,0,0,1,0,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
141,1,1,5,9500,1,1,129,1,37,37,9,9,128.8,1,0,0,1,0,0,19,0,0,7,7,6,12.66666667,0,0,7,7,6,12.66666667,0,7.6,2.6,0.32,Graduate
142,1,1,6,9773,1,1,116,1,19,1,4,4,110.1,1,0,0,1,0,1,19,0,0,6,8,6,12.66666667,0,0,6,10,5,12,0,12.4,0.5,1.79,Graduate
143,1,51,1,9147,1,1,99,1,3,1,3,3,99.7,1,0,1,0,0,0,22,0,0,5,8,0,0,0,0,5,7,0,0,0,8.9,1.4,3.51,Enrolled
144,1,1,3,9238,1,1,135,1,1,12,9,10,121,1,0,0,1,0,1,19,0,0,6,7,6,11.33333333,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
